PtsW,Power Index FPI,Power Index OFF,Power Index DEF_Losing Team,Power Index ST,Ranks SOS,Ranks AVGWP,YdsW,TOW,EPA/play,OVR_SUCCESS_RATE,Dropback EPA,DROPBACK_SR,Rush EPA,RUN_SR,PtsL,Power Index FPI_Losing Team,Power Index OFF_Losing Team,Power Index DEF,Power Index ST_Losing Team,Ranks SOS_Losing Team,Ranks AVGWP_Losing Team,YdsL,TOL,EPA/play_Loss,OVR_SUCCESS_RATE_Loss,Dropback EPA_Loss,DROPBACK_SR_Loss,Rush EPA_Loss,RUN_SR_Loss
19.0,-0.4,-3.5,0.3,1.0,28.0,9.0,283.0,3.0,-0.16899999999999998,0.424,-0.247,0.413,0.013000000000000001,0.45,17.0,-3.1,-3.1,2.1,-0.3,11.0,27.0,216.0,3.0,-0.23399999999999999,0.364,-0.207,0.435,-0.29600000000000004,0.2
33.0,-0.1,0.2,0.3,0.6,1.0,16.0,344.0,0.0,0.071,0.423,0.034,0.359,0.115,0.5,16.0,-3.1,-3.1,-0.9,-0.3,11.0,27.0,344.0,3.0,-0.11199999999999999,0.338,-0.124,0.34,-0.06,0.333
26.0,-3.3,1.0,0.3,-0.1,19.0,22.0,277.0,2.0,-0.188,0.375,0.086,0.486,-0.722,0.158,19.0,-3.1,-3.1,-4.2,-0.3,11.0,27.0,285.0,3.0,-0.195,0.385,-0.025,0.421,-0.434,0.333
38.0,0.5,0.6,0.3,-0.5,13.0,10.0,357.0,1.0,0.147,0.456,0.295,0.5,0.016,0.417,14.0,-3.1,-3.1,0.5,-0.3,11.0,27.0,388.0,3.0,-0.10800000000000001,0.455,-0.10400000000000001,0.474,-0.134,0.333
28.0,-0.8,-0.1,0.3,0.1,29.0,13.0,304.0,0.0,0.174,0.434,0.332,0.586,-0.017,0.25,21.0,-3.1,-3.1,-0.8,-0.3,11.0,27.0,301.0,0.0,0.09300000000000001,0.418,0.17600000000000002,0.441,0.006,0.394
16.0,-2.6,-1.1,-4.2,-0.1,30.0,14.0,363.0,1.0,0.179,0.5379999999999999,0.23399999999999999,0.585,0.085,0.458,15.0,-3.3,1.0,-1.3,-0.1,19.0,22.0,375.0,1.0,-0.042,0.38,0.036000000000000004,0.407,-0.21,0.32
17.0,-0.3,-4.8,-4.2,-0.1,22.0,20.0,300.0,0.0,0.0,0.444,0.135,0.452,-0.13,0.438,6.0,-3.3,1.0,4.5,-0.1,19.0,22.0,324.0,2.0,-0.146,0.387,0.036000000000000004,0.467,-0.628,0.17600000000000002
26.0,4.1,1.7,-4.2,-0.2,25.0,7.0,387.0,0.0,0.226,0.471,0.349,0.5429999999999999,0.10300000000000001,0.4,6.0,-3.3,1.0,2.5,-0.1,19.0,22.0,231.0,0.0,-0.209,0.365,-0.201,0.436,-0.23399999999999999,0.154
31.0,4.4,7.2,-4.2,0.0,15.0,5.0,448.0,0.0,0.308,0.606,0.364,0.5920000000000001,0.182,0.636,24.0,-3.3,1.0,-2.8,-0.1,19.0,22.0,408.0,1.0,0.124,0.47,0.198,0.5329999999999999,-0.036000000000000004,0.333
34.0,4.4,7.2,-4.2,0.0,15.0,5.0,324.0,0.0,0.32299999999999995,0.471,0.545,0.516,-0.021,0.4,27.0,-3.3,1.0,-2.8,-0.1,19.0,22.0,418.0,1.0,0.203,0.5,0.40299999999999997,0.5529999999999999,-0.243,0.381
20.0,-1.2,-5.6,-4.2,-0.4,7.0,24.0,269.0,1.0,-0.013999999999999999,0.438,0.025,0.486,-0.062,0.379,13.0,-3.3,1.0,4.8,-0.1,19.0,22.0,289.0,0.0,-0.021,0.426,0.006999999999999999,0.447,-0.11699999999999999,0.35700000000000004
42.0,4.3,5.0,-4.2,0.4,31.0,3.0,375.0,0.0,0.45,0.536,0.748,0.643,0.153,0.429,21.0,-3.3,1.0,-1.1,-0.1,19.0,22.0,319.0,2.0,0.02,0.451,-0.075,0.451,0.263,0.45
17.0,-5.8,-2.6,-4.2,-0.2,20.0,28.0,408.0,0.0,0.09,0.515,0.386,0.59,-0.337,0.407,14.0,-3.3,1.0,-3.0,-0.1,19.0,22.0,263.0,2.0,-0.154,0.443,-0.039,0.5,-0.408,0.316
13.0,-2.6,-1.1,7.9,-0.1,30.0,14.0,253.0,0.0,-0.128,0.375,-0.449,0.222,0.105,0.486,10.0,4.0,-3.9,-1.3,-0.1,2.0,23.0,348.0,2.0,-0.151,0.409,0.003,0.456,-1.128,0.111
16.0,10.0,7.9,7.9,0.5,32.0,1.0,313.0,0.0,-0.081,0.392,0.009000000000000001,0.457,-0.161,0.333,3.0,4.0,-3.9,1.6,-0.1,2.0,23.0,309.0,3.0,-0.33299999999999996,0.387,-0.364,0.444,-0.253,0.235
30.0,3.5,0.5,7.9,0.8,9.0,4.0,273.0,0.0,-0.094,0.415,-0.11599999999999999,0.411,-0.044000000000000004,0.423,27.0,4.0,-3.9,2.2,-0.1,2.0,23.0,464.0,1.0,0.147,0.392,0.42200000000000004,0.467,-0.217,0.294
33.0,3.5,0.5,7.9,0.8,9.0,4.0,484.0,1.0,0.154,0.44,0.16,0.475,0.147,0.4,10.0,4.0,-3.9,2.2,-0.1,2.0,23.0,246.0,3.0,-0.24600000000000002,0.35,-0.319,0.289,-0.026000000000000002,0.5329999999999999
23.0,7.8,10.4,7.9,0.1,4.0,2.0,372.0,1.0,0.013999999999999999,0.409,0.048,0.382,-0.022000000000000002,0.438,16.0,4.0,-3.9,-2.8,-0.1,2.0,23.0,267.0,1.0,-0.055,0.42,-0.13699999999999998,0.4,0.161,0.474
30.0,-0.1,0.2,7.9,0.6,1.0,16.0,397.0,0.0,0.127,0.488,0.127,0.5,0.127,0.475,20.0,4.0,-3.9,-0.9,-0.1,2.0,23.0,299.0,2.0,-0.025,0.35200000000000004,0.045,0.429,-0.27,0.083
21.0,0.5,0.6,7.9,-0.5,13.0,10.0,265.0,2.0,-0.049,0.364,0.146,0.471,-0.256,0.25,13.0,4.0,-3.9,0.5,-0.1,2.0,23.0,304.0,2.0,-0.18600000000000005,0.392,-0.263,0.368,0.07,0.471
26.0,0.7,3.1,0.5,0.6,26.0,15.0,410.0,2.0,-0.081,0.465,-0.057,0.568,-0.121,0.29600000000000004,22.0,0.5,0.6,-3.0,-0.5,13.0,10.0,352.0,3.0,-0.042,0.407,0.043,0.488,-0.271,0.188
28.0,-0.7,-1.1,0.5,-0.5,5.0,18.0,349.0,1.0,0.124,0.459,0.32799999999999996,0.618,-0.132,0.259,21.0,0.5,0.6,0.9,-0.5,13.0,10.0,330.0,2.0,-0.032,0.473,-0.12,0.485,0.1,0.455
27.0,4.0,-3.9,0.5,-0.1,2.0,23.0,324.0,3.0,-0.263,0.349,-0.316,0.333,-0.17600000000000002,0.375,19.0,0.5,0.6,7.9,-0.5,13.0,10.0,369.0,3.0,-0.29100000000000004,0.329,-0.424,0.308,-0.036000000000000004,0.37
37.0,3.5,0.5,0.5,0.8,9.0,4.0,365.0,1.0,0.129,0.508,0.4320000000000001,0.6759999999999999,-0.253,0.29600000000000004,27.0,0.5,0.6,2.2,-0.5,13.0,10.0,398.0,2.0,0.081,0.485,0.07200000000000001,0.475,0.095,0.5
33.0,3.5,0.5,0.5,0.8,9.0,4.0,413.0,1.0,0.124,0.529,0.121,0.528,0.133,0.529,27.0,0.5,0.6,2.2,-0.5,13.0,10.0,388.0,0.0,0.196,0.5489999999999999,0.267,0.564,0.109,0.531
34.0,-0.1,0.2,0.5,0.6,1.0,16.0,389.0,1.0,0.085,0.493,0.17,0.511,-0.084,0.458,31.0,0.5,0.6,-0.9,-0.5,13.0,10.0,423.0,4.0,0.046,0.462,0.384,0.5,-0.494,0.4
19.0,-0.1,0.2,0.5,0.6,1.0,16.0,345.0,2.0,-0.022000000000000002,0.441,0.195,0.514,-0.33899999999999997,0.333,16.0,0.5,0.6,-0.9,-0.5,13.0,10.0,263.0,2.0,-0.111,0.382,0.073,0.424,-0.38799999999999996,0.318
28.0,0.8,-1.1,0.5,-0.1,3.0,8.0,272.0,1.0,-0.155,0.362,-0.259,0.333,-0.06,0.389,16.0,0.5,0.6,2.0,-0.5,13.0,10.0,278.0,5.0,-0.18100000000000002,0.344,-0.183,0.386,-0.179,0.25
31.0,-2.9,-1.4,0.5,-0.3,18.0,26.0,337.0,1.0,0.22399999999999998,0.46,0.528,0.556,-0.132,0.348,24.0,0.5,0.6,-1.1,-0.5,13.0,10.0,379.0,4.0,-0.078,0.39,0.024,0.472,-0.304,0.208
35.0,1.9,6.7,0.5,-0.2,8.0,25.0,275.0,2.0,0.048,0.449,0.222,0.5529999999999999,-0.165,0.32299999999999995,34.0,0.5,0.6,-4.5,-0.5,13.0,10.0,346.0,3.0,-0.035,0.386,0.11199999999999999,0.458,-0.355,0.227
20.0,-9.7,-3.9,0.5,-0.6,12.0,32.0,251.0,0.0,0.032,0.35200000000000004,0.095,0.4,-0.077,0.269,17.0,0.5,0.6,-5.2,-0.5,13.0,10.0,356.0,1.0,0.086,0.373,0.257,0.447,-0.315,0.2
34.0,0.7,3.1,3.7,0.6,26.0,15.0,411.0,0.0,0.18100000000000002,0.5,0.522,0.613,-0.091,0.41,6.0,1.7,-2.4,-3.0,0.4,24.0,12.0,282.0,3.0,-0.308,0.466,-0.213,0.51,-0.826,0.222
21.0,0.0,-2.2,3.7,0.6,6.0,19.0,239.0,4.0,-0.377,0.393,-0.222,0.433,-0.557,0.34600000000000003,10.0,1.7,-2.4,1.6,0.4,24.0,12.0,282.0,4.0,-0.327,0.373,-0.433,0.34700000000000003,-0.128,0.423
38.0,4.4,7.2,3.7,0.0,15.0,5.0,348.0,0.0,0.149,0.424,0.309,0.511,-0.365,0.14300000000000002,25.0,1.7,-2.4,-2.8,0.4,24.0,12.0,446.0,2.0,0.013999999999999999,0.455,0.111,0.456,-0.263,0.45
22.0,-3.3,1.0,3.7,-0.1,19.0,22.0,311.0,1.0,-0.024,0.415,0.039,0.5,-0.125,0.28,16.0,1.7,-2.4,-4.2,0.4,24.0,12.0,337.0,0.0,0.003,0.478,0.11,0.523,-0.185,0.4
16.0,-3.3,1.0,3.7,-0.1,19.0,22.0,308.0,0.0,-0.069,0.414,0.009000000000000001,0.442,-0.292,0.333,13.0,1.7,-2.4,-4.2,0.4,24.0,12.0,306.0,1.0,-0.027999999999999997,0.439,-0.075,0.4,0.083,0.529
17.0,4.3,5.0,3.7,0.4,31.0,3.0,264.0,2.0,-0.245,0.373,-0.105,0.462,-0.39,0.28,15.0,1.7,-2.4,-1.1,0.4,24.0,12.0,318.0,1.0,-0.08,0.493,-0.019,0.481,-0.255,0.526
26.0,1.0,3.9,3.7,-0.1,23.0,21.0,388.0,1.0,0.10800000000000001,0.452,0.293,0.5710000000000001,-0.132,0.29600000000000004,20.0,1.7,-2.4,-2.8,0.4,24.0,12.0,331.0,1.0,0.046,0.493,0.249,0.6,-0.368,0.273
20.0,-5.8,-2.6,3.7,-0.2,20.0,28.0,403.0,0.0,0.125,0.443,0.247,0.515,-0.019,0.35700000000000004,10.0,1.7,-2.4,-3.0,0.4,24.0,12.0,258.0,0.0,-0.06,0.377,-0.006999999999999999,0.395,-0.188,0.333
32.0,1.6,1.7,1.6,-0.1,21.0,11.0,412.0,2.0,0.166,0.476,0.513,0.581,-0.17,0.375,14.0,0.0,-2.2,0.0,0.6,6.0,19.0,359.0,3.0,-0.051,0.443,-0.021,0.46,-0.171,0.375
28.0,-0.3,-4.8,1.6,-0.1,22.0,20.0,302.0,2.0,-0.083,0.403,0.002,0.45,-0.23800000000000002,0.318,23.0,0.0,-2.2,4.5,0.6,6.0,19.0,443.0,2.0,-0.10800000000000001,0.387,-0.02,0.388,-0.272,0.385
26.0,4.1,1.7,1.6,-0.2,25.0,7.0,439.0,0.0,0.11,0.359,0.20600000000000002,0.425,-0.05,0.25,15.0,0.0,-2.2,2.5,0.6,6.0,19.0,308.0,2.0,-0.11800000000000001,0.397,-0.17,0.365,-0.013999999999999999,0.462
27.0,4.4,7.2,1.6,0.0,15.0,5.0,387.0,0.0,0.32,0.5,0.609,0.568,-0.209,0.375,13.0,0.0,-2.2,-2.8,0.6,6.0,19.0,292.0,1.0,0.004,0.4920000000000001,0.008,0.489,-0.008,0.5
27.0,-0.4,-3.5,1.6,1.0,28.0,9.0,340.0,2.0,-0.057,0.375,-0.179,0.424,0.11900000000000001,0.304,26.0,0.0,-2.2,2.1,0.6,6.0,19.0,328.0,1.0,-0.044000000000000004,0.44,-0.073,0.417,-0.004,0.472
24.0,-3.3,1.0,1.6,-0.1,19.0,22.0,244.0,1.0,0.063,0.431,0.15,0.514,-0.07,0.304,23.0,0.0,-2.2,-4.2,0.6,6.0,19.0,346.0,2.0,0.079,0.4920000000000001,0.111,0.5,0.016,0.476
29.0,4.3,5.0,1.6,0.4,31.0,3.0,460.0,1.0,0.077,0.41,0.07200000000000001,0.413,0.086,0.406,23.0,0.0,-2.2,-1.1,0.6,6.0,19.0,291.0,1.0,-0.059000000000000004,0.447,0.033,0.451,-0.247,0.44
27.0,1.0,3.9,1.6,-0.1,23.0,21.0,493.0,1.0,0.128,0.493,0.142,0.537,0.111,0.438,20.0,0.0,-2.2,-2.8,0.6,6.0,19.0,239.0,0.0,-0.133,0.365,-0.151,0.276,-0.109,0.478
27.0,1.0,3.9,1.6,-0.1,23.0,21.0,334.0,1.0,0.266,0.467,0.285,0.52,0.243,0.4,22.0,0.0,-2.2,-2.8,0.6,6.0,19.0,383.0,2.0,-0.005,0.449,0.11900000000000001,0.509,-0.267,0.32
27.0,0.0,-2.2,-1.1,0.6,6.0,19.0,346.0,0.0,0.039,0.487,0.11,0.511,-0.076,0.448,13.0,4.3,5.0,1.6,0.4,31.0,3.0,195.0,2.0,-0.223,0.4,-0.207,0.4320000000000001,-0.258,0.333
20.0,-0.3,-4.8,-1.1,-0.1,22.0,20.0,316.0,1.0,0.098,0.464,0.239,0.5479999999999999,-0.076,0.36,19.0,4.3,5.0,4.5,0.4,31.0,3.0,328.0,0.0,-0.009000000000000001,0.395,0.040999999999999995,0.435,-0.087,0.333
10.0,-0.3,-4.8,-1.1,-0.1,22.0,20.0,260.0,3.0,-0.33299999999999996,0.292,-0.359,0.394,-0.305,0.188,7.0,4.3,5.0,4.5,0.4,31.0,3.0,260.0,3.0,-0.353,0.258,-0.608,0.22,0.065,0.32
34.0,4.4,7.2,-1.1,0.0,15.0,5.0,413.0,1.0,0.305,0.5,0.3670000000000001,0.52,0.113,0.438,31.0,4.3,5.0,-2.8,0.4,31.0,3.0,429.0,1.0,0.161,0.545,0.193,0.568,0.096,0.5
34.0,0.0,-2.2,0.0,0.6,6.0,19.0,426.0,0.0,0.308,0.446,0.61,0.514,-0.044000000000000004,0.3670000000000001,3.0,3.8,3.8,1.6,0.0,17.0,6.0,251.0,2.0,-0.21600000000000005,0.317,-0.214,0.353,-0.22699999999999998,0.111
36.0,10.0,7.9,0.0,0.5,32.0,1.0,431.0,0.0,0.256,0.514,0.434,0.5870000000000001,-0.085,0.375,17.0,3.8,3.8,1.6,0.0,17.0,6.0,368.0,2.0,-0.021,0.456,0.063,0.542,-0.222,0.25
27.0,10.0,7.9,0.0,0.5,32.0,1.0,362.0,2.0,0.204,0.518,0.254,0.5479999999999999,0.142,0.48,16.0,3.8,3.8,1.6,0.0,17.0,6.0,375.0,1.0,-0.079,0.403,-0.064,0.408,-0.111,0.391
21.0,-0.4,-3.5,0.0,1.0,28.0,9.0,274.0,1.0,-0.263,0.318,-0.18899999999999997,0.333,-0.37,0.29600000000000004,14.0,3.8,3.8,2.1,0.0,17.0,6.0,277.0,1.0,-0.18899999999999997,0.324,-0.095,0.373,-0.47200000000000003,0.17600000000000002
35.0,4.3,5.0,0.0,0.4,31.0,3.0,422.0,1.0,0.293,0.54,0.433,0.5589999999999999,0.129,0.517,30.0,3.8,3.8,-1.1,0.0,17.0,6.0,448.0,0.0,0.22,0.529,0.406,0.588,-0.281,0.368
30.0,-2.9,-1.4,0.0,-0.3,18.0,26.0,474.0,0.0,0.225,0.493,0.247,0.515,0.20600000000000002,0.472,15.0,3.8,3.8,-1.1,0.0,17.0,6.0,297.0,2.0,-0.085,0.415,-0.213,0.405,0.21100000000000002,0.438
24.0,0.0,-2.2,-2.8,0.6,6.0,19.0,429.0,1.0,0.1,0.527,0.115,0.5,0.08199999999999999,0.5589999999999999,15.0,7.8,10.4,1.6,0.1,4.0,2.0,303.0,1.0,-0.06,0.32,-0.038,0.324,-0.125,0.308
31.0,-0.7,-1.1,-2.8,-0.5,5.0,18.0,371.0,1.0,0.20199999999999999,0.468,0.535,0.583,-0.259,0.308,24.0,7.8,10.4,0.9,0.1,4.0,2.0,374.0,0.0,0.004,0.413,0.163,0.5,-0.363,0.211
34.0,10.0,7.9,-2.8,0.5,32.0,1.0,546.0,2.0,0.087,0.485,0.19899999999999998,0.534,-0.256,0.333,28.0,7.8,10.4,1.6,0.1,4.0,2.0,344.0,1.0,0.068,0.5,0.095,0.552,0.027000000000000003,0.421
29.0,3.5,0.5,-2.8,0.8,9.0,4.0,389.0,1.0,0.29,0.489,0.35700000000000004,0.556,0.2,0.4,28.0,7.8,10.4,2.2,0.1,4.0,2.0,418.0,1.0,0.113,0.5920000000000001,0.158,0.614,0.04,0.556
26.0,4.1,1.7,-2.8,-0.2,25.0,7.0,333.0,0.0,0.135,0.524,0.25,0.619,-0.095,0.333,24.0,7.8,10.4,2.5,0.1,4.0,2.0,362.0,2.0,0.043,0.418,0.08900000000000001,0.479,-0.07400000000000001,0.263
33.0,0.5,0.6,-2.8,-0.5,13.0,10.0,426.0,2.0,0.092,0.5,0.14400000000000002,0.51,-0.011000000000000001,0.48,30.0,7.8,10.4,0.5,0.1,4.0,2.0,386.0,1.0,-0.006999999999999999,0.462,0.044000000000000004,0.475,-0.08900000000000001,0.44
34.0,-0.7,-1.1,-3.2,-0.5,5.0,18.0,513.0,1.0,0.17600000000000002,0.514,0.434,0.5760000000000001,-0.033,0.463,17.0,-6.2,-2.7,0.9,-0.3,16.0,31.0,273.0,3.0,-0.13,0.406,-0.141,0.404,-0.107,0.409
30.0,10.0,7.9,-3.2,0.5,32.0,1.0,444.0,0.0,0.215,0.467,0.287,0.478,0.102,0.448,17.0,-6.2,-2.7,1.6,-0.3,16.0,31.0,299.0,0.0,-0.013999999999999999,0.413,0.077,0.421,-0.152,0.4
23.0,-6.4,-4.1,-3.2,-0.7,14.0,30.0,404.0,1.0,0.028999999999999998,0.422,-0.10800000000000001,0.391,0.2,0.459,17.0,-6.2,-2.7,-1.6,-0.3,16.0,31.0,364.0,0.0,-0.079,0.368,-0.261,0.333,0.124,0.407
41.0,7.8,10.4,-3.2,0.1,4.0,2.0,550.0,1.0,0.321,0.552,0.915,0.6920000000000001,-0.055999999999999994,0.463,13.0,-6.2,-2.7,-2.8,-0.3,16.0,31.0,272.0,1.0,-0.063,0.4,0.022000000000000002,0.389,-0.22399999999999998,0.421
25.0,4.1,1.7,-3.2,-0.2,25.0,7.0,376.0,0.0,0.09300000000000001,0.413,0.153,0.439,-0.02,0.364,23.0,-6.2,-2.7,2.5,-0.3,16.0,31.0,253.0,2.0,-0.171,0.417,0.10300000000000001,0.379,-0.428,0.452
37.0,4.1,1.7,-3.2,-0.2,25.0,7.0,418.0,2.0,0.071,0.412,0.3670000000000001,0.514,-0.244,0.303,18.0,-6.2,-2.7,2.5,-0.3,16.0,31.0,254.0,1.0,-0.133,0.321,-0.314,0.333,0.035,0.31
33.0,3.6,0.4,-3.2,-0.5,27.0,17.0,288.0,0.0,-0.016,0.409,-0.21100000000000002,0.29,0.157,0.514,21.0,-6.2,-2.7,3.6,-0.3,16.0,31.0,286.0,3.0,-0.08900000000000001,0.436,-0.121,0.404,-0.04,0.484
23.0,3.6,0.4,-3.2,-0.5,27.0,17.0,443.0,4.0,-0.055999999999999994,0.474,0.035,0.564,-0.275,0.261,20.0,-6.2,-2.7,3.6,-0.3,16.0,31.0,281.0,1.0,-0.063,0.349,0.091,0.4,-0.33299999999999996,0.261
46.0,0.8,-1.1,-3.2,-0.1,3.0,8.0,529.0,4.0,0.076,0.415,0.242,0.467,-0.126,0.35100000000000003,27.0,-6.2,-2.7,2.0,-0.3,16.0,31.0,302.0,3.0,-0.262,0.32299999999999995,-0.121,0.341,-0.503,0.292
24.0,4.3,5.0,-3.2,0.4,31.0,3.0,428.0,0.0,0.252,0.5479999999999999,0.313,0.579,0.187,0.514,17.0,-6.2,-2.7,-1.1,-0.3,16.0,31.0,295.0,1.0,0.003,0.462,-0.023,0.48,0.027000000000000003,0.444
45.0,-0.8,-0.1,-3.2,0.1,29.0,13.0,492.0,2.0,0.16699999999999998,0.5,0.235,0.5,0.102,0.5,16.0,-6.2,-2.7,-0.8,-0.3,16.0,31.0,300.0,1.0,-0.11800000000000001,0.4,0.064,0.444,-0.392,0.333
31.0,-2.9,-1.4,-3.2,-0.3,18.0,26.0,358.0,0.0,0.201,0.441,0.406,0.5429999999999999,-0.099,0.292,24.0,-6.2,-2.7,-1.1,-0.3,16.0,31.0,475.0,2.0,0.075,0.455,0.111,0.474,-0.027000000000000003,0.4
26.0,-5.8,-2.6,-3.2,-0.2,20.0,28.0,326.0,1.0,0.061,0.393,0.326,0.542,-0.11,0.297,6.0,-6.2,-2.7,-3.0,-0.3,16.0,31.0,147.0,0.0,-0.301,0.316,-0.5920000000000001,0.185,-0.04,0.433
41.0,1.9,6.7,-3.2,-0.2,8.0,25.0,571.0,0.0,0.32799999999999996,0.512,0.36200000000000004,0.523,0.29100000000000004,0.5,23.0,-6.2,-2.7,-4.5,-0.3,16.0,31.0,486.0,4.0,-0.154,0.417,0.064,0.5,-0.753,0.188
14.0,-0.7,-1.1,2.5,-0.5,5.0,18.0,338.0,2.0,-0.073,0.438,0.205,0.563,-0.35100000000000003,0.313,5.0,4.1,1.7,0.9,-0.2,25.0,7.0,245.0,3.0,-0.3,0.365,-0.40299999999999997,0.34,0.002,0.438
36.0,7.8,10.4,2.5,0.1,4.0,2.0,422.0,0.0,0.261,0.529,0.40700000000000003,0.537,0.038,0.519,20.0,4.1,1.7,-2.8,-0.2,25.0,7.0,309.0,2.0,-0.057,0.407,-0.013999999999999999,0.41,-0.17,0.4
34.0,3.6,0.4,2.5,-0.5,27.0,17.0,370.0,1.0,0.105,0.458,0.381,0.467,-0.18,0.448,31.0,4.1,1.7,3.6,-0.2,25.0,7.0,391.0,1.0,-0.01,0.39,0.142,0.455,-0.319,0.259
38.0,4.4,7.2,2.5,0.0,15.0,5.0,330.0,0.0,0.174,0.455,0.46399999999999997,0.519,-0.107,0.393,10.0,4.1,1.7,-2.8,-0.2,25.0,7.0,354.0,6.0,-0.316,0.479,-0.445,0.5,-0.045,0.435
9.0,-10.2,-10.4,2.5,0.2,10.0,29.0,283.0,0.0,-0.031,0.35,0.08,0.389,-0.198,0.292,3.0,4.1,1.7,0.0,-0.2,25.0,7.0,306.0,1.0,-0.079,0.379,-0.048,0.4,-0.146,0.333
25.0,1.9,6.7,2.5,-0.2,8.0,25.0,375.0,1.0,-0.0,0.467,0.32899999999999996,0.625,-0.377,0.28600000000000003,20.0,4.1,1.7,-4.5,-0.2,25.0,7.0,359.0,1.0,-0.035,0.472,-0.02,0.447,-0.071,0.5329999999999999
16.0,-0.7,-1.1,-4.5,-0.5,5.0,18.0,270.0,0.0,-0.004,0.484,0.212,0.5589999999999999,-0.248,0.4,11.0,1.9,6.7,0.9,-0.2,8.0,25.0,294.0,3.0,-0.14800000000000002,0.393,-0.13699999999999998,0.419,-0.174,0.333
25.0,4.0,-3.9,-4.5,-0.1,2.0,23.0,337.0,2.0,-0.032,0.407,0.083,0.458,-0.198,0.333,23.0,1.9,6.7,7.9,-0.2,8.0,25.0,373.0,4.0,-0.168,0.471,-0.191,0.581,-0.132,0.3
27.0,3.5,0.5,-4.5,0.8,9.0,4.0,326.0,0.0,0.188,0.48,0.42100000000000004,0.52,-0.046,0.44,21.0,1.9,6.7,2.2,-0.2,8.0,25.0,463.0,2.0,0.10300000000000001,0.575,0.251,0.56,-0.218,0.609
38.0,7.8,10.4,-4.5,0.1,4.0,2.0,465.0,0.0,0.377,0.508,0.547,0.667,0.076,0.227,32.0,1.9,6.7,-2.8,-0.2,8.0,25.0,473.0,1.0,0.19399999999999998,0.459,0.14400000000000002,0.451,0.305,0.478
45.0,7.8,10.4,-4.5,0.1,4.0,2.0,442.0,0.0,0.45399999999999996,0.5479999999999999,0.456,0.5710000000000001,0.452,0.519,32.0,1.9,6.7,-2.8,-0.2,8.0,25.0,474.0,2.0,0.049,0.512,-0.038,0.5,0.27899999999999997,0.545
16.0,-0.3,-4.8,-4.5,-0.1,22.0,20.0,417.0,3.0,-0.091,0.467,0.057,0.5529999999999999,-0.33899999999999997,0.321,13.0,1.9,6.7,4.5,-0.2,8.0,25.0,288.0,0.0,-0.081,0.426,-0.04,0.447,-0.217,0.35700000000000004
35.0,-0.1,0.2,-4.5,0.6,1.0,16.0,486.0,0.0,0.265,0.478,0.376,0.488,0.08,0.462,34.0,1.9,6.7,-0.9,-0.2,8.0,25.0,507.0,1.0,0.261,0.522,0.43,0.622,-0.086,0.318
28.0,-3.3,1.0,-4.5,-0.1,19.0,22.0,422.0,0.0,0.242,0.551,0.379,0.551,-0.096,0.55,13.0,1.9,6.7,-4.2,-0.2,8.0,25.0,369.0,3.0,-0.172,0.4,-0.163,0.413,-0.201,0.35700000000000004
23.0,0.8,-1.1,-4.5,-0.1,3.0,8.0,223.0,0.0,-0.102,0.339,-0.057999999999999996,0.371,-0.16,0.29600000000000004,20.0,1.9,6.7,2.0,-0.2,8.0,25.0,371.0,2.0,0.053,0.486,0.059000000000000004,0.56,0.04,0.333
26.0,10.0,7.9,0.0,0.5,32.0,1.0,402.0,0.0,-0.002,0.416,-0.02,0.458,0.026000000000000002,0.345,10.0,-10.2,-10.4,1.6,0.2,10.0,29.0,162.0,2.0,-0.4,0.2,-0.474,0.184,-0.16399999999999998,0.25
42.0,7.8,10.4,0.0,0.1,4.0,2.0,286.0,0.0,0.147,0.379,0.39,0.455,-0.174,0.28,14.0,-10.2,-10.4,-2.8,0.2,10.0,29.0,312.0,5.0,-0.332,0.389,-0.4320000000000001,0.34700000000000003,-0.121,0.478
17.0,-0.3,-4.8,0.0,-0.1,22.0,20.0,232.0,1.0,-0.171,0.4,-0.193,0.405,-0.126,0.389,10.0,-10.2,-10.4,4.5,0.2,10.0,29.0,345.0,4.0,-0.225,0.385,-0.281,0.373,-0.052000000000000005,0.421
24.0,4.1,1.7,0.0,-0.2,25.0,7.0,299.0,1.0,0.215,0.424,0.48100000000000004,0.5760000000000001,-0.121,0.231,3.0,-10.2,-10.4,2.5,0.2,10.0,29.0,183.0,0.0,-0.322,0.344,-0.289,0.364,-0.406,0.294
44.0,3.6,0.4,0.0,-0.5,27.0,17.0,344.0,2.0,0.033,0.4,0.11199999999999999,0.444,-0.109,0.32,6.0,-10.2,-10.4,3.6,0.2,10.0,29.0,123.0,3.0,-0.726,0.3,-0.9670000000000001,0.316,-0.31,0.273
31.0,-3.3,1.0,0.0,-0.1,19.0,22.0,348.0,0.0,0.33299999999999996,0.5,0.649,0.579,-0.213,0.364,28.0,-10.2,-10.4,-4.2,0.2,10.0,29.0,387.0,1.0,0.345,0.603,0.645,0.684,-0.22699999999999998,0.45
28.0,-6.2,-2.7,0.0,-0.3,16.0,31.0,320.0,1.0,0.038,0.388,0.06,0.455,0.01,0.306,0.0,-10.2,-10.4,-3.2,0.2,10.0,29.0,185.0,2.0,-0.47700000000000004,0.267,-0.629,0.205,-0.196,0.381
